iteration,relative_error
134,0.00229957
135,0.00229151
136,0.00228361
137,0.00227579
138,0.00226803
139,0.00226045
140,0.00225282
141,0.00224531
142,0.0022379
143,0.00223071
144,0.00222353
145,0.00221618
146,0.00220865
147,0.00220091
148,0.00219306
149,0.00218506
150,0.00217712
151,0.0021692
152,0.00216119
153,0.00215336
154,0.00214559
155,0.00213787
156,0.00213014
157,0.00212238
158,0.00211473
159,0.00210714
160,0.00209963
161,0.00209224
162,0.00208502
163,0.00207807
164,0.00207134
165,0.00206489
166,0.00205874
167,0.0020528
168,0.00204706
169,0.00204137
170,0.00203576
171,0.00203021
172,0.00202481
173,0.00201946
174,0.00201402
175,0.00200859
176,0.00200311
177,0.00199765
178,0.00199224
179,0.00198689
180,0.00198165
181,0.00197647
182,0.00197139
183,0.0019664
184,0.00196143
185,0.00195649
186,0.00195157
187,0.00194673
188,0.00194188
189,0.00193698
190,0.00193212
191,0.00192721
192,0.00192233
193,0.00191738
194,0.00191243
195,0.00190748
196,0.00190253
197,0.00189764
198,0.00189278
199,0.00188795
200,0.00188313
201,0.00187821
202,0.00187325
203,0.00186823
204,0.00186324
205,0.00185838
206,0.00185368
207,0.00184905
208,0.00184418
209,0.00183914
210,0.00183407
211,0.00182908
212,0.00182417
213,0.00181919
214,0.00181416
215,0.00180907
216,0.00180404
217,0.00179905
218,0.00179414
219,0.00178936
220,0.00178464
221,0.00178
222,0.00177542
223,0.00177091
224,0.00176653
225,0.00176217
226,0.00175791
227,0.00175378
228,0.00174979
229,0.00174592
230,0.00174214
231,0.0017385
232,0.001735
233,0.00173166
234,0.0017285
235,0.00172545
236,0.0017225
237,0.00171963
238,0.00171678
239,0.00171398
240,0.00171123
241,0.00170854
242,0.00170593
243,0.00170336
244,0.00170073
245,0.001698
246,0.00169519
247,0.00169231
248,0.00168942
249,0.00168653
250,0.00168363
251,0.00168077
252,0.00167794
253,0.00167517
254,0.00167235
255,0.00166948
256,0.00166655
257,0.00166355
258,0.00166049
259,0.00165739
260,0.00165423
261,0.00165104
262,0.00164782
263,0.00164458
264,0.00164127
265,0.00163787
266,0.00163442
267,0.00163088
268,0.0016273
269,0.00162366
270,0.00162001
271,0.00161642
272,0.00161293
273,0.00160941
274,0.00160566
275,0.00160178
276,0.00159782
277,0.00159381
278,0.00158979
279,0.00158575
280,0.00158172
281,0.00157768
282,0.0015736
283,0.00156942
284,0.00156501
285,0.00156026
286,0.00155496
287,0.00154889
288,0.00154205
289,0.00153448
290,0.00152662
291,0.00151875
292,0.00151094
293,0.00150324
294,0.0014955
295,0.00148775
296,0.00148022
297,0.00147344
298,0.00146752
299,0.00146223
300,0.00145712
301,0.00145195
302,0.00144697
303,0.00144236
304,0.00143799
305,0.00143359
306,0.00142906
307,0.00142471
308,0.00142061
309,0.00141657
310,0.00141255
311,0.00140874
312,0.00140533
313,0.00140219
314,0.00139912
315,0.00139615
316,0.00139339
317,0.00139077
318,0.00138824
319,0.00138591
320,0.00138374
321,0.00138168
322,0.00137971
323,0.00137784
324,0.00137601
325,0.00137417
326,0.00137238
327,0.00137064
328,0.00136891
329,0.00136725
330,0.00136563
331,0.00136401
332,0.00136244
333,0.00136093
334,0.00135949
335,0.00135814
336,0.00135692
337,0.00135573
338,0.00135452
339,0.00135334
340,0.00135218
341,0.00135108
342,0.00135004
343,0.00134905
344,0.00134812
345,0.00134724
346,0.00134639
347,0.00134557
348,0.00134477
349,0.001344
350,0.00134323
351,0.00134247
352,0.00134171
353,0.00134096
354,0.00134022
355,0.00133949
356,0.00133878
357,0.00133806
358,0.00133732
359,0.00133657
360,0.0013358
361,0.00133503
362,0.00133426
363,0.00133349
364,0.00133272
365,0.00133194
366,0.00133116
367,0.00133039
368,0.00132961
369,0.00132883
370,0.00132804
371,0.00132726
372,0.00132647
373,0.00132567
374,0.00132486
375,0.00132405
376,0.00132323
377,0.00132242
378,0.0013216
379,0.00132076
380,0.00131993
381,0.00131909
382,0.00131827
383,0.00131745
384,0.00131665
385,0.00131588
386,0.00131513
387,0.00131435
388,0.00131355
389,0.00131274
390,0.00131191
391,0.00131107
392,0.00131021
393,0.00130934
394,0.00130844
395,0.00130753
396,0.0013066
397,0.00130564
398,0.00130466
399,0.00130365
400,0.00130264
401,0.00130167
402,0.00130075
403,0.00129986
404,0.00129893
405,0.00129797
406,0.00129699
407,0.00129602
408,0.00129505
409,0.00129407
410,0.00129309
411,0.00129209
412,0.00129109
413,0.00129008
414,0.00128906
415,0.00128804
416,0.00128701
417,0.001286
418,0.00128498
419,0.00128397
420,0.00128297
421,0.00128197
422,0.00128097
423,0.00127997
424,0.00127897
425,0.00127798
426,0.00127697
427,0.00127594
428,0.00127489
429,0.00127382
430,0.00127274
431,0.00127167
432,0.0012706
433,0.00126953
434,0.00126846
435,0.00126737
436,0.00126626
437,0.00126515
438,0.00126402
439,0.00126288
440,0.00126172
441,0.00126054
442,0.00125934
443,0.00125813
444,0.00125689
445,0.00125563
446,0.00125434
447,0.00125307
448,0.00125182
449,0.00125059
450,0.00124937
451,0.00124811
452,0.00124681
453,0.00124549
454,0.00124418
455,0.00124289
456,0.00124163
457,0.00124037
458,0.00123909
459,0.00123781
460,0.00123654
461,0.0012353
462,0.00123409
463,0.00123287
464,0.00123164
465,0.0012304
466,0.0012292
467,0.00122803
468,0.00122687
469,0.00122569
470,0.00122453
471,0.00122337
472,0.00122222
473,0.0012211
474,0.00122
475,0.00121891
476,0.00121781
477,0.00121669
478,0.00121556
479,0.00121441
480,0.00121325
481,0.00121207
482,0.00121087
483,0.00120966
484,0.00120843
485,0.00120717
486,0.0012059
487,0.00120459
488,0.00120325
489,0.00120189
490,0.00120051
491,0.00119909
492,0.00119763
493,0.00119615
494,0.00119464
495,0.00119312
496,0.00119159
497,0.00119004
498,0.00118847
499,0.00118687
500,0.00118528
501,0.00118367
502,0.00118205
503,0.00118042
504,0.00117879
505,0.00117718
506,0.00117558
507,0.00117401
508,0.00117247
509,0.00117096
510,0.00116947
511,0.001168
512,0.00116653
513,0.00116507
514,0.00116363
515,0.00116219
516,0.0011608
517,0.00115948
518,0.00115821
519,0.00115689
520,0.0011555
521,0.00115409
522,0.00115271
523,0.00115136
524,0.00115007
525,0.00114885
526,0.00114764
527,0.00114639
528,0.00114513
529,0.00114388
530,0.00114264
531,0.00114141
532,0.0011402
533,0.001139
534,0.00113779
535,0.00113658
536,0.00113535
537,0.00113411
538,0.00113285
539,0.00113158
540,0.00113031
541,0.00112904
542,0.00112779
543,0.00112654
544,0.00112528
545,0.00112402
546,0.00112276
547,0.00112149
548,0.00112023
549,0.00111898
550,0.00111776
551,0.00111655
552,0.00111536
553,0.0011142
554,0.00111306
555,0.00111194
556,0.00111086
557,0.00110981
558,0.00110879
559,0.0011078
560,0.00110684
561,0.0011059
562,0.00110495
563,0.00110401
564,0.00110307
565,0.00110213
566,0.00110117
567,0.00110016
568,0.00109908
569,0.00109792
570,0.00109662
571,0.00109511
572,0.00109333
573,0.00109121
574,0.00108872
575,0.001086
576,0.00108329
577,0.00108078
578,0.00107852
579,0.00107649
580,0.00107453
581,0.00107257
582,0.00107055
583,0.00106828
584,0.00106574
585,0.0010632
586,0.00106088
587,0.00105876
588,0.00105678
589,0.00105485
590,0.00105296
591,0.00105117
592,0.00104947
593,0.00104782
594,0.00104615
595,0.0010444
596,0.00104262
597,0.00104088
598,0.00103923
599,0.00103767
600,0.00103622
601,0.00103487
602,0.00103358
603,0.00103234
604,0.00103117
605,0.00103006
606,0.00102901
607,0.00102807
608,0.0010272
609,0.00102637
610,0.00102558
611,0.00102486
612,0.00102419
613,0.00102357
614,0.00102297
615,0.0010224
616,0.00102188
617,0.00102137
618,0.00102089
619,0.00102044
620,0.00102003
621,0.00101963
622,0.00101925
623,0.00101889
624,0.00101855
625,0.00101823
626,0.00101792
627,0.00101764
628,0.00101738
629,0.0010171
630,0.00101682
631,0.00101655
632,0.00101627
633,0.00101599
634,0.00101571
635,0.00101544
636,0.00101518
637,0.00101491
638,0.00101464
639,0.00101438
640,0.00101412
641,0.00101387
642,0.00101363
643,0.0010134
644,0.00101316
645,0.00101292
646,0.00101268
647,0.00101244
648,0.00101221
649,0.00101199
650,0.00101178
651,0.00101157
652,0.00101137
653,0.00101117
654,0.00101097
655,0.00101076
656,0.00101055
657,0.00101034
658,0.00101013
659,0.00100992
660,0.00100971
661,0.00100949
662,0.00100927
663,0.00100906
664,0.00100884
665,0.00100862
666,0.0010084
667,0.00100819
668,0.00100797
669,0.00100776
670,0.00100754
671,0.00100732
672,0.00100711
673,0.00100691
674,0.0010067
675,0.00100649
676,0.00100628
677,0.00100606
678,0.00100585
679,0.00100564
680,0.00100543
681,0.00100523
682,0.00100503
683,0.00100483
684,0.00100462
685,0.00100443
686,0.00100423
687,0.00100404
688,0.00100385
689,0.00100366
690,0.00100347
691,0.00100328
692,0.0010031
693,0.00100291
694,0.00100272
695,0.00100253
696,0.00100233
697,0.00100213
698,0.00100192
699,0.00100171
700,0.00100151
701,0.00100131
702,0.00100111
703,0.0010009
704,0.00100069
705,0.00100047
706,0.00100025
707,0.00100003
708,0.000999802
709,0.000999579
710,0.000999358
711,0.000999141
712,0.000998928
713,0.00099872
714,0.00099851
715,0.000998294
716,0.000998076
717,0.000997859
718,0.000997641
719,0.000997421
720,0.000997199
721,0.000996978
722,0.000996757
723,0.000996536
724,0.000996316
725,0.000996097
726,0.00099588
727,0.000995665
728,0.000995455
729,0.000995248
730,0.000995044
731,0.000994836
732,0.000994622
733,0.000994401
734,0.000994172
735,0.000993939
736,0.000993703
737,0.000993467
738,0.000993233
739,0.000993001
740,0.000992771
741,0.000992542
742,0.000992313
743,0.000992084
744,0.000991855
745,0.000991628
746,0.000991406
747,0.000991193
748,0.000990982
749,0.000990763
750,0.000990536
751,0.000990305
752,0.000990074
753,0.000989845
754,0.000989618
755,0.00098939
756,0.00098916
757,0.000988934
758,0.00098871
759,0.000988485
760,0.000988257
761,0.000988024
762,0.000987786
763,0.000987542
764,0.000987292
765,0.000987043
766,0.000986796
767,0.000986549
768,0.00098629
769,0.00098602
770,0.000985741
771,0.000985452
772,0.000985157
773,0.000984857
774,0.000984553
775,0.000984247
776,0.000983943
777,0.000983645
778,0.000983351
779,0.000983057
780,0.000982759
781,0.000982455
782,0.000982149
783,0.000981838
784,0.000981524
785,0.000981203
786,0.000980877
787,0.000980546
788,0.000980215
789,0.000979886
790,0.000979566
791,0.000979254
792,0.000978944
793,0.000978627
794,0.000978304
795,0.000977979
796,0.000977654
797,0.000977325
798,0.00097699
799,0.000976651
800,0.000976303
801,0.000975948
802,0.000975585
803,0.000975209
804,0.000974819
805,0.000974414
806,0.000973989
807,0.000973543
808,0.000973075
809,0.000972588
810,0.000972092
811,0.000971597
812,0.000971113
813,0.000970643
814,0.000970192
815,0.000969734
816,0.000969252
817,0.000968748
818,0.000968231
819,0.000967711
820,0.000967192
821,0.000966676
822,0.000966155
823,0.000965623
824,0.000965077
825,0.000964512
826,0.000963938
827,0.000963359
828,0.000962789
829,0.000962237
830,0.000961696
831,0.000961135
832,0.000960543
833,0.00095994
834,0.000959333
835,0.000958724
836,0.000958112
837,0.000957502
838,0.000956902
839,0.000956317
840,0.000955744
841,0.000955188
842,0.000954638
843,0.000954095
844,0.000953558
845,0.000953028
846,0.00095251
847,0.000951999
848,0.000951489
849,0.000950972
850,0.000950452
851,0.000949933
852,0.000949402
853,0.000948861
854,0.000948312
855,0.000947755
856,0.000947178
857,0.000946573
858,0.000945929
859,0.000945255
860,0.000944574
861,0.000943902
862,0.000943248
863,0.000942622
864,0.000942014
865,0.000941415
866,0.000940814
867,0.00094019
868,0.000939528
869,0.000938834
870,0.000938126
871,0.00093741
872,0.000936686
873,0.000935943
874,0.000935174
875,0.00093438
876,0.00093357
877,0.000932772
878,0.000932023
879,0.000931333
880,0.000930672
881,0.000929998
882,0.00092928
883,0.000928512
884,0.000927703
885,0.000926874
886,0.000926025
887,0.000925164
888,0.000924293
889,0.000923421
890,0.000922537
891,0.000921638
892,0.000920735
893,0.000919825
894,0.000918901
895,0.000917973
896,0.000917074
897,0.000916185
898,0.000915265
899,0.000914301
900,0.000913298
901,0.000912284
902,0.000911266
903,0.000910247
904,0.000909221
905,0.000908187
906,0.00090716
907,0.000906128
908,0.000905081
909,0.00090403
910,0.000902999
911,0.000901974
912,0.000900956
913,0.000899932
914,0.00089888
915,0.000897803
916,0.000896703
917,0.000895571
918,0.000894392
919,0.000893174
920,0.000891924
921,0.000890637
922,0.000889326
923,0.000888005
924,0.000886684
925,0.000885363
926,0.000884057
927,0.00088279
928,0.000881566
929,0.000880369
930,0.000879185
931,0.000878013
932,0.000876847
933,0.000875681
934,0.000874502
935,0.000873321
936,0.000872125
937,0.000870908
938,0.000869668
939,0.000868409
940,0.000867123
941,0.000865839
942,0.000864572
943,0.000863348
944,0.000862172
945,0.000860979
946,0.000859748
947,0.000858517
948,0.000857304
949,0.000856109
950,0.000854903
951,0.000853666
952,0.000852398
953,0.000851132
954,0.000849871
955,0.000848613
956,0.000847324
957,0.000845982
958,0.000844611
959,0.000843213
960,0.000841808
961,0.00084041
962,0.000839024
963,0.00083768
964,0.000836378
965,0.000835059
966,0.000833676
967,0.000832241
968,0.000830788
969,0.000829334
970,0.000827888
971,0.00082645
972,0.000825035
973,0.000823641
974,0.000822255
975,0.000820873
976,0.000819484
977,0.000818087
978,0.000816701
979,0.000815324
980,0.000813951
981,0.000812577
982,0.000811219
983,0.000809873
984,0.000808504
985,0.000807084
986,0.0008056
987,0.000804042
988,0.000802417
989,0.000800722
990,0.000798988
991,0.000797212
992,0.000795391
993,0.000793543
994,0.000791684
995,0.000789801
996,0.000787916
997,0.000786031
998,0.000784139
999,0.000782204
1000,0.000780197
1001,0.000778137
1002,0.000776083
1003,0.000774054
1004,0.000772044
1005,0.000770036
1006,0.000768044
1007,0.000766102
1008,0.000764219
1009,0.000762386
1010,0.000760518
1011,0.000758576
1012,0.000756619
1013,0.000754677
1014,0.000752762
1015,0.00075088
1016,0.000749011
1017,0.000747124
1018,0.000745197
1019,0.000743253
1020,0.000741302
1021,0.000739356
1022,0.000737401
1023,0.000735428
1024,0.000733428
1025,0.000731382
1026,0.000729298
1027,0.000727177
1028,0.000725002
1029,0.000722782
1030,0.000720569
1031,0.000718429
1032,0.000716335
1033,0.000714156
1034,0.000711873
1035,0.000709551
1036,0.000707245
1037,0.000705001
1038,0.000702841
1039,0.000700703
1040,0.000698501
1041,0.000696237
1042,0.00069395
1043,0.0006917
1044,0.000689478
1045,0.000687251
1046,0.000685031
1047,0.000682789
1048,0.000680541
1049,0.000678284
1050,0.000676029
1051,0.000673761
1052,0.000671472
1053,0.000669172
1054,0.0006669
1055,0.00066466
1056,0.000662451
1057,0.000660247
1058,0.000658041
1059,0.000655833
1060,0.000653594
1061,0.000651334
1062,0.000649053
1063,0.000646757
1064,0.000644426
1065,0.000642073
1066,0.000639722
1067,0.000637406
1068,0.000635161
1069,0.000632838
1070,0.000630358
1071,0.000627775
1072,0.000625122
1073,0.000622454
1074,0.000619778
1075,0.000617111
1076,0.000614482
1077,0.000611865
1078,0.000609235
1079,0.000606566
1080,0.000603875
1081,0.000601179
1082,0.000598481
1083,0.000595808
1084,0.000593164
1085,0.00059055
1086,0.000587981
1087,0.000585433
1088,0.00058284
1089,0.000580205
1090,0.00057755
1091,0.000574904
1092,0.000572275
1093,0.000569669
1094,0.00056705
1095,0.00056443
1096,0.000561806
1097,0.000559184
1098,0.000556584
1099,0.000553992
1100,0.000551457
1101,0.00054901
1102,0.000546585
1103,0.000544114
1104,0.0005416
1105,0.000539074
1106,0.000536558
1107,0.000534089
1108,0.000531682
1109,0.0005293
1110,0.00052693
1111,0.000524554
1112,0.000522173
1113,0.000519818
1114,0.000517504
1115,0.000515283
1116,0.00051315
1117,0.000511024
1118,0.00050882
1119,0.000506554
1120,0.00050424
1121,0.00050191
1122,0.000499608
1123,0.000497354
1124,0.000495131
1125,0.000492945
1126,0.000490815
1127,0.000488744
1128,0.000486746
1129,0.000484832
1130,0.000482993
1131,0.000481144
1132,0.000479237
1133,0.000477298
1134,0.000475368
1135,0.000473462
1136,0.000471577
1137,0.000469656
1138,0.000467625
1139,0.00046544
1140,0.000463039
1141,0.000460435
1142,0.000457638
1143,0.00045465
1144,0.000451525
1145,0.000448346
1146,0.000445217
1147,0.000442236
1148,0.000439405
1149,0.000436721
1150,0.000434128
1151,0.00043154
1152,0.000428843
1153,0.000425987
1154,0.000422998
1155,0.000419901
1156,0.000416767
1157,0.000413641
1158,0.000410558
1159,0.000407484
1160,0.00040438
1161,0.000401235
1162,0.000398054
1163,0.000394809
1164,0.000391545
1165,0.000388319
1166,0.000385138
1167,0.000381941
1168,0.000378666
1169,0.000375293
1170,0.000371807
1171,0.000368285
1172,0.000364668
1173,0.000360899
1174,0.000356968
1175,0.00035283
1176,0.000348512
1177,0.000344153
1178,0.000339858
1179,0.000335604
1180,0.000331381
1181,0.000327204
1182,0.000323135
1183,0.000319246
1184,0.000315491
1185,0.000311775
1186,0.00030808
1187,0.000304446
1188,0.000300887
1189,0.000297282
1190,0.00029368
1191,0.000290129
1192,0.000286605
1193,0.000283014
1194,0.000279358
1195,0.000275774
1196,0.000272275
1197,0.000268843
1198,0.00026554
1199,0.000262379
1200,0.000259427
1201,0.000256654
1202,0.000253973
1203,0.000251311
1204,0.000248677
1205,0.000246119
1206,0.000243652
1207,0.000241237
1208,0.000238849
1209,0.000236495
1210,0.000234197
1211,0.000231947
1212,0.000229734
1213,0.000227572
1214,0.000225468
1215,0.00022343
1216,0.000221427
1217,0.000219439
1218,0.000217452
1219,0.000215488
1220,0.000213522
1221,0.000211535
1222,0.000209542
1223,0.000207565
1224,0.000205598
1225,0.000203628
1226,0.000201648
1227,0.000199684
1228,0.000197717
1229,0.000195749
1230,0.000193796
1231,0.000191872
1232,0.000190004
1233,0.000188156
1234,0.000186306
1235,0.000184443
1236,0.000182576
1237,0.000180675
1238,0.000178744
1239,0.000176777
1240,0.000174741
1241,0.000172611
1242,0.000170413
1243,0.000168188
1244,0.000165974
1245,0.000163769
1246,0.000161451
1247,0.00015896
1248,0.000156336
1249,0.000153606
1250,0.000150806
1251,0.000147982
1252,0.000145188
1253,0.00014245
1254,0.0001398
1255,0.000137268
1256,0.000134759
1257,0.000132203
1258,0.000129649
1259,0.000127157
1260,0.000124753
1261,0.000122443
1262,0.000120244
1263,0.000118108
1264,0.000116025
1265,0.000113997
1266,0.000112049
1267,0.000110157
1268,0.000108278
1269,0.0001064
1270,0.000104506
1271,0.000102555
1272,0.000100557
1273,9.85241e-05
1274,9.64427e-05
1275,9.43027e-05
1276,9.21569e-05
1277,9.00497e-05
1278,8.80153e-05
1279,8.60472e-05
1280,8.41274e-05
1281,8.22335e-05
1282,8.03657e-05
1283,7.85254e-05
1284,7.66743e-05
1285,7.47974e-05
1286,7.29161e-05
1287,7.10308e-05
1288,6.91501e-05
1289,6.72835e-05
1290,6.54463e-05
1291,6.36495e-05
1292,6.18641e-05
1293,6.0065e-05
1294,5.82562e-05
1295,5.64391e-05
1296,5.46271e-05
1297,5.28222e-05
1298,5.10467e-05
1299,4.9313e-05
1300,4.76194e-05
1301,4.59757e-05
1302,4.43708e-05
1303,4.28127e-05
1304,4.13361e-05
1305,3.99766e-05
1306,3.87424e-05
1307,3.75639e-05
1308,3.63538e-05
1309,3.51401e-05
1310,3.39591e-05
1311,3.28243e-05
1312,3.17314e-05
1313,3.06815e-05
1314,2.96702e-05
1315,2.87049e-05
1316,2.77939e-05
1317,2.693e-05
1318,2.60958e-05
1319,2.52883e-05
1320,2.45083e-05
1321,2.37626e-05
1322,2.30599e-05
1323,2.24074e-05
1324,2.18016e-05
1325,2.1234e-05
1326,2.06954e-05
1327,2.01818e-05
1328,1.96859e-05
1329,1.91964e-05
1330,1.87124e-05
1331,1.82395e-05
1332,1.77794e-05
1333,1.73361e-05
1334,1.69119e-05
1335,1.65015e-05
1336,1.60974e-05
1337,1.5699e-05
1338,1.53097e-05
1339,1.49319e-05
1340,1.45675e-05
1341,1.42146e-05
1342,1.38691e-05
1343,1.35353e-05
1344,1.32157e-05
1345,1.29099e-05
1346,1.26144e-05
1347,1.23296e-05
1348,1.20564e-05
1349,1.17902e-05
1350,1.15275e-05
1351,1.12662e-05
1352,1.1008e-05
1353,1.07529e-05
1354,1.05022e-05
1355,1.02548e-05
1356,1.00127e-05
1357,9.78062e-06
1358,9.55853e-06
1359,9.34209e-06
1360,9.12044e-06
1361,8.88984e-06
1362,8.65595e-06
1363,8.42277e-06
1364,8.19226e-06
1365,7.97104e-06
1366,7.76566e-06
1367,7.56927e-06
1368,7.3722e-06
1369,7.17763e-06
1370,6.99186e-06
1371,6.81713e-06
1372,6.65241e-06
1373,6.49713e-06
1374,6.35133e-06
1375,6.21318e-06
1376,6.08194e-06
1377,5.95589e-06
1378,5.83554e-06
1379,5.72051e-06
1380,5.60985e-06
1381,5.50298e-06
1382,5.39833e-06
1383,5.29522e-06
1384,5.19323e-06
1385,5.09245e-06
1386,4.99367e-06
1387,4.89822e-06
1388,4.80702e-06
1389,4.72037e-06
1390,4.63664e-06
1391,4.55412e-06
1392,4.47136e-06
1393,4.38929e-06
1394,4.30928e-06
1395,4.23169e-06
1396,4.15485e-06
1397,4.07891e-06
1398,4.00459e-06
1399,3.93045e-06
1400,3.85566e-06
1401,3.7803e-06
1402,3.70477e-06
1403,3.63047e-06
1404,3.55695e-06
1405,3.48436e-06
1406,3.41273e-06
1407,3.34229e-06
1408,3.27367e-06
1409,3.20749e-06
1410,3.14442e-06
1411,3.08395e-06
1412,3.02585e-06
1413,2.96929e-06
1414,2.91346e-06
1415,2.85848e-06
1416,2.80475e-06
1417,2.75231e-06
1418,2.70112e-06
1419,2.65086e-06
1420,2.60134e-06
1421,2.55308e-06
1422,2.50678e-06
1423,2.46342e-06
1424,2.42015e-06
1425,2.37435e-06
1426,2.32681e-06
1427,2.27887e-06
1428,2.23169e-06
1429,2.18582e-06
1430,2.14128e-06
1431,2.09858e-06
1432,2.05783e-06
1433,2.01874e-06
1434,1.9812e-06
1435,1.94512e-06
1436,1.91014e-06
1437,1.87639e-06
1438,1.84382e-06
1439,1.81247e-06
1440,1.7821e-06
1441,1.7526e-06
1442,1.72432e-06
1443,1.69739e-06
1444,1.67176e-06
1445,1.64719e-06
1446,1.62319e-06
1447,1.59929e-06
1448,1.57537e-06
1449,1.55166e-06
1450,1.52869e-06
1451,1.50659e-06
1452,1.48527e-06
1453,1.46465e-06
1454,1.44447e-06
1455,1.42441e-06
1456,1.4046e-06
1457,1.38545e-06
1458,1.36705e-06
1459,1.34952e-06
1460,1.33265e-06
1461,1.31626e-06
1462,1.30025e-06
1463,1.28465e-06
1464,1.26959e-06
1465,1.25488e-06
1466,1.24016e-06
1467,1.22578e-06
1468,1.21215e-06
1469,1.19932e-06
1470,1.18697e-06
1471,1.17502e-06
1472,1.16343e-06
1473,1.15208e-06
1474,1.14088e-06
1475,1.12961e-06
1476,1.11827e-06
1477,1.10686e-06
1478,1.09531e-06
1479,1.08361e-06
1480,1.07181e-06
1481,1.06016e-06
1482,1.04891e-06
1483,1.03806e-06
1484,1.02731e-06
1485,1.0164e-06
1486,1.0054e-06
1487,9.94365e-07
1488,9.83449e-07
1489,9.7279e-07
1490,9.62189e-07
1491,9.51552e-07
1492,9.40852e-07
1493,9.30165e-07
1494,9.19446e-07
1495,9.08656e-07
1496,8.9779e-07
1497,8.86786e-07
1498,8.75699e-07
1499,8.64461e-07
1500,8.53114e-07
1501,8.41733e-07
1502,8.30482e-07
1503,8.19567e-07
1504,8.08967e-07
1505,7.98746e-07
1506,7.88624e-07
1507,7.7833e-07
1508,7.67949e-07
1509,7.57511e-07
1510,7.47182e-07
1511,7.37011e-07
1512,7.27071e-07
1513,7.1736e-07
1514,7.07708e-07
1515,6.98163e-07
1516,6.88762e-07
1517,6.79554e-07
1518,6.70523e-07
1519,6.61512e-07
1520,6.52495e-07
1521,6.43423e-07
1522,6.34125e-07
1523,6.24352e-07
1524,6.14062e-07
1525,6.03314e-07
1526,5.9214e-07
1527,5.80591e-07
1528,5.68558e-07
1529,5.55925e-07
1530,5.42932e-07
1531,5.29677e-07
1532,5.16276e-07
1533,5.02904e-07
1534,4.89731e-07
1535,4.76858e-07
1536,4.63958e-07
1537,4.50718e-07
1538,4.37304e-07
1539,4.24022e-07
1540,4.11092e-07
1541,3.98728e-07
1542,3.87303e-07
1543,3.76375e-07
1544,3.65194e-07
1545,3.53929e-07
1546,3.4297e-07
1547,3.32548e-07
1548,3.22665e-07
1549,3.1341e-07
1550,3.04549e-07
1551,2.96053e-07
1552,2.87924e-07
1553,2.80117e-07
1554,2.72678e-07
1555,2.65556e-07
1556,2.58656e-07
1557,2.52101e-07
1558,2.45945e-07
1559,2.40262e-07
1560,2.34947e-07
1561,2.2985e-07
